Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Rollins	Will		X	CA41	2024	5/14/2024	30021271
Hon.	Ross	Deborah		P	NC02	2024	5/5/2024	20024986
	Roth	Roger James	Jr.	C	WI08	2024	5/15/2024	10061111
Hon.	Roy	Chip		P	TX21	2024	4/11/2024	20024848
Hon.	Roy	Chip		P	TX21	2024	6/10/2024	20025201
	Rubin	Joel Martin		W	MD06	2024	4/23/2024	7944
	Ruby	Daniel		C	OR02	2024	4/6/2024	10056975
	Rudd	Shauna		C	KY06	2024	6/26/2024	10062357
	Rudow	Caleb		C	NC11	2024	5/17/2024	10059316
	Runkel	Cheryl Ann		C	WI07	2024	4/29/2024	10059256
	Sabatini	Anthony		C	FL11	2024	5/22/2024	10061951
Mr.	Sadwick	Gregg Anthony		C	NY25	2024	5/14/2024	10060984
	Salas	Rudy		X	CA22	2024	5/14/2024	30021609
Hon.	Salazar	Maria Elvira		P	FL27	2024	1/12/2024	20024296
Hon.	Salazar	Maria Elvira		P	FL27	2024	2/8/2024	20024465
Hon.	Salazar	Maria Elvira		P	FL27	2024	3/10/2024	20024649
Hon.	Salazar	Maria Elvira		P	FL27	2024	5/8/2024	20025014
Hon.	Salazar	Maria Elvira		P	FL27	2024	6/10/2024	20025236
	Salerno	Joe		X	NJ02	2024	5/14/2024	30021270
	Sanders	Mark David Garcia		C	OK01	2024	5/13/2024	10060982
	Sauers	John		C	NJ11	2024	3/16/2024	10056908
	Saul	Joshua		C	MI01	2024	5/16/2024	10061849
	Saul	Joshua		X	MI01	2024	5/17/2024	30022181
	Saulie-Rohman	John		D	WA03	2024	5/13/2024	8220387
Mr.	Schaefer	Kurt		C	MO03	2024	5/14/2024	10056995
	Schaffner	Katrina		C	AZ05	2024	4/25/2024	10059176
	Schkeeper	Brian		C	NJ03	2024	5/16/2024	10061188
	Schmidt	Derek		X	KS02	2024	5/14/2024	30021305
Mr.	Schmitz	John Palmer		C	IN07	2024	7/1/2024	10062371
	Schoengood	Sarah		C	NJ03	2024	5/29/2024	10062031
	Schwartz	Dan		C	NV03	2024	5/10/2024	10056777
	Schwartz	Dan		X	NV03	2024	2/21/2024	30019608
	Scott	Justin Nathaniel		C	SC06	2024	4/4/2024	10056965
	Sein	Edward Upton		C	IN08	2024	4/26/2024	8220251
Hon.	Sessions	Pete		P	TX17	2024	1/24/2024	20024212
Hon.	Sessions	Pete		P	TX17	2024	2/29/2024	20024375
Hon.	Sessions	Pete		P	TX17	2024	3/7/2024	20024632
Hon.	Sessions	Pete		P	TX17	2024	5/22/2024	20025115
Hon.	Sessions	Pete		P	TX17	2024	6/6/2024	20025214
Mr.	Sessler	Jerrod		C	WA04	2024	4/23/2024	10058989
	Sewell	Briana		C	VA07	2024	5/14/2024	10059478
	Shankland	Katrina		A	WI03	2024	5/15/2024	10061844
	Shankland	Katrina		C	WI03	2024	5/13/2024	10059364
	Sheridan	Timothy J.		W	CA41	2024	5/14/2024	7965
Hon.	Sherrill	Mikie		P	NJ11	2024	5/13/2024	20025065
Hon.	Sherrill	Mikie		P	NJ11	2024	5/15/2024	20025087
Dr.	Sherrill	Peter W.		C	NY16	2024	5/25/2024	10061048
Dr.	Sherrill	Peter W.		X	NY16	2024	5/17/2024	30021694
Mr.	Sheth	Nirav		C	WA10	2024	5/2/2024	10059626
	Shreve	Jefferson		C	IN06	2024	4/5/2024	10056944
	Silva	Mary		X	WA01	2024	5/15/2024	8220405
	Silva	Thomas W.		C	CO07	2024	5/1/2024	10059531
Dr.	Simon	Fred Joseph		C	NV02	2024	5/5/2024	10059767
	Simon	Lateefah		C	CA12	2024	6/14/2024	10060189
	Simon	Lateefah		X	CA12	2024	5/14/2024	30021309
	Singleton	Phillip		C	GA03	2024	5/20/2024	10061922
Dr.	Sitka	John	III	A	VA03	2024	5/14/2024	10061230
Dr.	Sitka	John	III	C	VA03	2024	5/14/2024	10061128
	Smiley	Tiffany		X	WA04	2024	6/12/2024	30022279
Hon.	Smith	Adrian		P	NE03	2024	3/1/2024	20024577
	Smith	Kasandra L.		C	TN09	2024	6/26/2024	10062310
	Smith	Kasandra L.		D	TN09	2024	6/12/2024	8220525
	Smith	Sandy		W	NC01	2024	6/17/2024	7987
	Sobocinski	Gregory		X	NJ03	2024	5/17/2024	30021879
	Soboleski	Mike		C	ME02	2024	5/10/2024	10060054
Mr.	Somberg	Nicholas		C	MI11	2024	5/14/2024	10061134
	Song	George		C	NJ05	2024	5/13/2024	10060181
	Sonza	Orlando		C	OH01	2024	5/11/2024	10060611
Hon.	Spanberger	Abigail		P	VA07	2024	6/5/2024	20025205
Hon.	Spanberger	Abigail		P	VA07	2024	6/6/2024	20025224
Hon.	Spartz	Victoria		P	IN05	2024	2/15/2024	20024515
	Speedy	Mike		C	IN06	2024	4/6/2024	10056963
	Speedy	Mike		X	IN06	2024	2/7/2024	8220132
	St Mosley	Clinton		C	MI09	2024	5/11/2024	10059718
Ms.	Stamper	Katy L.		A	GA11	2024	5/9/2024	10060357
Ms.	Stamper	Katy L.		C	GA11	2024	4/21/2024	10057737
	Steinberger	Robert J.		C	MD03	2024	4/19/2024	10056981
	Stelson	Janelle		X	PA10	2024	5/14/2024	30021350
	Stephens	Shannon Emily		D	NY02	2024	1/30/2024	8220144
Hon.	Steube	Greg		P	FL17	2024	3/15/2024	20024660
Hon.	Steube	Greg		P	FL17	2024	4/6/2024	20024787
	Stockton	James D.		C	FL06	2024	6/26/2024	10062087
Hon.	Suozzi	Thomas R.		P	NY03	2024	4/2/2024	20024271
	Swain	Alan D.		C	NC02	2024	1/17/2024	10056618
	Swartz	Jessica		C	MI04	2024	5/3/2024	10059325
	Sykes	Jeffrey		D	LA05	2024	2/16/2024	40003602
	Sykes	Jeffrey		X	LA06	2024	2/12/2024	30019591
	Tanaka	Greg Lin		D	CA16	2024	1/22/2024	40003590
	Taylor	David		X	OH02	2024	4/23/2024	30020843
	Teehee	Kimberly  Theotokos		C	GA01	2024	6/14/2024	10062278
	Teirab	Joe		C	MN02	2024	5/15/2024	10061490
	Templeton	Catherine		C	SC01	2024	5/13/2024	10060750
	Teran	Raquel		C	AZ03	2024	6/15/2024	10062211
	Terry	Gary		C	VA05	2024	5/14/2024	10060261
Hon.	Thanedar	Shri		P	MI13	2024	2/23/2024	20024468
Hon.	Thanedar	Shri		P	MI13	2024	5/15/2024	20024862
	Thelusca	Joe		C	FL23	2024	6/11/2024	10060156
	Thelusca	Joe		X	FL23	2024	5/14/2024	30021298
	Theriault	Austin Leo		C	ME02	2024	5/10/2024	10060453
Dr.	Thiam	Brenda J.		C	MD06	2024	5/16/2024	10057740
	Todd	Mary		C	MT01	2024	3/2/2024	10056850
	Todd	Terris Eugene		C	VA07	2024	4/18/2024	10056958
	Toma	Ben		C	AZ08	2024	5/15/2024	10061787
	Torres	Jerry		C	VA08	2024	5/9/2024	10060309
	Tran	Derek		X	CA45	2024	4/23/2024	30019823
	Tranel	Monica		C	MT01	2024	5/15/2024	10061153
Hon.	Trone	David		P	MD06	2024	5/15/2024	20024730
Dr.	Tsai	Rick		C	OH06	2024	1/22/2024	10056595
	Tupa	Ronald		C	CO07	2024	4/29/2024	10059279
Ms.	Urban	Libbi Deann		C	MI05	2024	6/13/2024	10062061
	Valimont	Gay		C	FL01	2024	5/15/2024	10061413
	Vallejo	Michelle		C	TX15	2024	5/15/2024	10061832
	Van Ostern	Kevin Colin		X	NH02	2024	5/14/2024	8220303
	Varela	Stephen A.		C	CO03	2024	5/15/2024	10061110
	Varela	Stephen A.		X	CO03	2024	5/17/2024	30021727
	Vargas	Anthony 'Tony'		X	NE02	2024	4/30/2024	30020992
	Vartan	Gregory	III	C	NJ07	2024	5/14/2024	10060903
	Vazquez	Rudy Kassime		D	FL01	2024	5/28/2024	40003659
	Vega	Jose David		C	NY15	2024	3/4/2024	10056742
Mr.	Vera	Lalo	Jr.	A	IN01	2024	5/15/2024	10061846
Mr.	Vera	Lalo	Jr.	C	IN01	2024	3/25/2024	10056928
	Villafane Ramos	William Ely		C	PR00	2024	5/5/2024	10057754
	Villarreal Rigney	John		C	TX15	2024	2/4/2024	10056644
	Vindman	Yevgeny 'Eugene'		X	VA07	2024	4/23/2024	30019825
	Vine	Melissa		C	IA03	2024	5/15/2024	10061368
	Virgil	Kevin		C	IA04	2024	5/11/2024	10056859
	Wagenhauser	David		C	NY24	2024	5/8/2024	10060160
	Wagner	Paul Michael		D	NH02	2024	5/14/2024	40003641
	Walbridge	Brian		C	TX31	2024	5/8/2024	10060104
	Walker	Christopher		C	WV02	2024	3/10/2024	10056655
	Walker	Christopher		X	WV02	2024	1/29/2024	30019578
	Walker	Edward Alan		C	MT02	2024	5/3/2024	10059722
	Warren	Darren		D	NC10	2024	2/22/2024	40003607
Ms.	Washburn	Amy Irene		C	WI06	2024	4/18/2024	10057712
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	1/31/2024	20024403
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	6/10/2024	20025179
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	7/1/2024	20025360
	Waters	Dom		W		2024		8220146
	Waters	Mary		X	MI13	2024	5/17/2024	30021827
	Watson	Annette		D	MN07	2024	5/6/2024	8220307
Hon.	Webster	Daniel		P	FL11	2024	6/10/2024	20025243
	Weinkrantz	Mark		C	FL13	2024	5/14/2024	10061151
	Weinroth	Robert S.		X	FL23	2024	5/8/2024	30021128
Mr.	Welde	Matthew Brady		X	WA05	2024	5/14/2024	30021340
	Welzer	Steven		C	NJ03	2024	4/5/2024	10056967
	Whalen	Eric		X	IN03	2024	5/17/2024	30021847
	Whitesides	George		X	CA27	2024	5/14/2024	8220284
	Whitley	Rebecca G.		X	NH02	2024	5/17/2024	30021843
	Wied	Tony		X	WI08	2024	5/8/2024	30021133
	Wildes	Michael		C	NJ05	2024	5/9/2024	8220314
	Wilkin	Shane		C	OH02	2024	2/18/2024	10056794
	Wilkin	Shane		D	OH02	2024	1/18/2024	8220116
	Wilkin	Shane		X	OH02	2024	2/7/2024	8220133
	Wilkinson	Margarita		W	CA49	2024	4/25/2024	7947
Hon.	Williams	Brandon McDonald		P	NY22	2024	7/2/2024	20025387
	Williams	David		C	CO05	2024	5/25/2024	10059678
	Williams	David		X	CO05	2024	5/8/2024	30021108
Hon.	Williams	Roger		P	TX25	2024	6/12/2024	20025151
	Wilson	J.D.		X	MI01	2024	5/17/2024	30021975
	Wirth	Cynthia		C	IN06	2024	5/14/2024	10060602
	Withrow	Adam Joseph		D	CO03	2024	5/9/2024	40003636
	Witkop	Thomas		C	FL21	2024	3/4/2024	10056855
	Wittrock	Quentin		W		2024		8220309
	Woodward	Rhonda		C	FL02	2024	5/24/2024	10061971
Dr.	Wooten	Duane M.		C	AZ03	2024	5/14/2024	10061044
	Wright	Glenn J.		C	UT03	2024	4/22/2024	10058833
	Wright	Steven William		C	TX35	2024	5/12/2024	10060640
	Xiong	May Lor		A	MN04	2024	5/13/2024	10060900
	Xiong	May Lor		C	MN04	2024	5/13/2024	10060893
Hon.	Yakym	Rudy	III	P	IN02	2024	1/22/2024	20024353
Hon.	Yakym	Rudy	III	P	IN02	2024	1/29/2024	20024392
Hon.	Yakym	Rudy	III	P	IN02	2024	5/31/2024	20025165
Hon.	Yakym	Rudy	III	P	IN02	2024	6/28/2024	20025348
	Yarbrough	Calil Antwoin D'Sean		W	CO05	2024	4/18/2024	7927
	Young	Bill		C	SC01	2024	6/8/2024	10062165
	Young	Diane		X	MI10	2024	5/14/2024	8220296
	Young	Geoffrey M.		C	KY03	2024	4/5/2024	8220237
	Young	Rubin Mr		X	FL25	2024	4/23/2024	30019826
	Yu	Peter		A	CO04	2024	1/31/2024	10056687
	Yu	Peter		C	CO04	2024	1/28/2024	10056654
	Zarbano	John		C	WI06	2024	5/8/2024	8220315
	Zinn	Stacy		C	MT02	2024	5/15/2024	10061149
